ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,nb,all_nb,all_nt,nt,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,94713,,,,,2,20190830011944,,,,,6,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,1,
,94714,,,,,2,20190830012001,,,,,7,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.15,1,
,94715,,,,,2,20190830012012,,,,,8,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,9,480,1,
,94716,,,,,2,20190830012027,,,,,9,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,7,225,1,
,94717,,,,,2,20190830012050,,,,,10,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,8,400,1,
,94718,,,,,,,,,20190830012321,submitted,,4822567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.174.229.211,94719,,random,,,,,,,,,,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94720,,random,,,,,,,,,,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94721,,,,,2,20190830012347,,,,,1,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
,94722,,,,,2,20190830012354,,,,,2,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94723,,,,,2,20190830012358,,,,,3,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1000,1,
,94724,,,,,2,20190830012409,,,,,4,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,1,
,94725,,,,,2,20190830012414,,,,,5,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,
,94726,,,,,2,20190830012418,,,,,6,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,94727,,,,,2,20190830012426,,,,,7,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94728,,,,,2,20190830012430,,,,,8,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,
,94729,,,,,2,20190830012437,,,,,9,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,94730,,,,,2,20190830012442,,,,,10,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,6,400,1,
,94731,,,,,,,,,20190830012451,submitted,,4769647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.111.11.184,94732,,random,,,,,,,,,,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94733,,random,,,,,,,,,,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94734,,,,,2,20190830012059,,,,,1,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.5,1,
,94735,,,,,2,20190830012125,,,,,2,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7.2,1,
,94736,,,,,2,20190830012205,,,,,3,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,10,79,1,
,94737,,,,,2,20190830012231,,,,,4,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,8,340,1,
,94738,,,,,2,20190830012251,,,,,5,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,7,105,1,
,94739,,,,,2,20190830012312,,,,,6,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.7,1,
,94740,,,,,2,20190830012330,,,,,7,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1206,1,
,94741,,,,,2,20190830012353,,,,,8,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42,1,
,94742,,,,,2,20190830012534,,,,,9,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,6,110,1,
,94743,,,,,2,20190830012544,,,,,10,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8.3,1,
,94744,,,,,,,,,20190830012620,submitted,,6244629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.61.69.43,94745,,random,,,,,,,,,,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94746,,random,,,,,,,,,,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94747,,,,,2,20190830011652,,,,,1,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,6,360,1,
,94748,,,,,2,20190830011702,,,,,2,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.5,1,
,94749,,,,,2,20190830012126,,,,,3,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,10,760,1,
,94750,,,,,2,20190830012135,,,,,4,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,7,420,1,
,94751,,,,,2,20190830012143,,,,,5,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,8,540,1,
,94752,,,,,2,20190830012202,,,,,6,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.5,1,
,94753,,,,,2,20190830012210,,,,,7,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,1,
,94754,,,,,2,20190830012507,,,,,8,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,1,
,94755,,,,,2,20190830012609,,,,,9,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,9,920,1,
,94756,,,,,2,20190830012614,,,,,10,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,1,
,94757,,,,,,,,,20190830012621,submitted,,9679473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.101.137.252,94758,,random,,,,,,,,,,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94759,,random,,,,,,,,,,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94760,,,,,2,20190830012738,,,,,1,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,7,99,1,
,94761,,,,,2,20190830012745,,,,,2,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,9,350,1,
,94762,,,,,2,20190830012753,,,,,3,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,8,250,1,
,94763,,,,,2,20190830012800,,,,,4,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.25,1,
,94764,,,,,2,20190830012823,,,,,5,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,10,135,1,
,94765,,,,,2,20190830012829,,,,,6,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.75,1,
,94766,,,,,2,20190830012844,,,,,7,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.8,1,
,94767,,,,,2,20190830012853,,,,,8,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6,1,
,94768,,,,,2,20190830012903,,,,,9,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,1,
,94769,,,,,2,20190830012923,,,,,10,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,6,125,1,
,94770,,,,,,,,,20190830012930,submitted,,2318416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.133.237.9,94771,,random,,,,,,,,,,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94772,,random,,,,,,,,,,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94773,,,,,2,20190830012849,,,,,1,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,
,94774,,,,,2,20190830013046,,,,,2,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100,1,
,94775,,,,,2,20190830013058,,,,,3,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,1,
,94776,,,,,2,20190830013106,,,,,4,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,
,94777,,,,,2,20190830013156,,,,,5,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,1,
,94778,,,,,2,20190830013337,,,,,6,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,
,94779,,,,,2,20190830013452,,,,,7,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,9,200,1,
,94780,,,,,2,20190830013459,,,,,8,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,8,100,1,
,94781,,,,,2,20190830013507,,,,,9,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,7,100,1,
,94782,,,,,2,20190830013513,,,,,10,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,
,94783,,,,,,,,,20190830013531,submitted,,7521901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.20.175.117,94784,,random,,,,,,,,,,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94785,,random,,,,,,,,,,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94786,,,,,2,20190830013522,,,,,1,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,8,120,1,
,94787,,,,,2,20190830013607,,,,,2,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,1,
,94788,,,,,2,20190830013620,,,,,3,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7.5,1,
,94789,,,,,2,20190830013647,,,,,4,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,9,340,1,
,94790,,,,,2,20190830013654,,,,,5,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23,1,
,94791,,,,,2,20190830013705,,,,,6,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,6,80,1,
,94792,,,,,2,20190830013713,,,,,7,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,94793,,,,,2,20190830013719,,,,,8,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,
,94794,,,,,2,20190830013731,,,,,9,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,
,94795,,,,,2,20190830013737,,,,,10,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,7,110,1,
,94796,,,,,,,,,20190830013744,submitted,,4957327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.58.65.150,94797,,random,,,,,,,,,,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94798,,random,,,,,,,,,,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94799,,,,,2,20190830013726,,,,,1,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,
,94800,,,,,2,20190830013731,,,,,2,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,10,500,1,
,94801,,,,,2,20190830013735,,,,,3,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,
,94802,,,,,2,20190830013740,,,,,4,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94803,,,,,2,20190830013744,,,,,5,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,6,500,1,
,94804,,,,,2,20190830013749,,,,,6,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,7,250,1,
,94805,,,,,2,20190830013753,,,,,7,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1500,1,
,94806,,,,,2,20190830013758,,,,,8,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94807,,,,,2,20190830013803,,,,,9,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,94808,,,,,2,20190830013807,,,,,10,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,1,
,94809,,,,,,,,,20190830013811,submitted,,5573313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.220.196.13,94810,,random,,,,,,,,,,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94811,,random,,,,,,,,,,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94812,,,,,2,20190830013657,,,,,1,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6,1,
,94813,,,,,2,20190830013716,,,,,2,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,10,230,1,
,94814,,,,,2,20190830013723,,,,,3,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,8,190,1,
,94815,,,,,2,20190830013729,,,,,4,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,7,120,1,
,94816,,,,,2,20190830013736,,,,,5,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,9,160,1,
,94817,,,,,2,20190830013742,,,,,6,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23,1,
,94818,,,,,2,20190830013748,,,,,7,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.4,1,
,94819,,,,,2,20190830013756,,,,,8,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.8,1,
,94820,,,,,2,20190830013801,,,,,9,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7,1,
,94821,,,,,2,20190830013806,,,,,10,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,6,190,1,
,94822,,,,,,,,,20190830013812,submitted,,967999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.191.145.76,94823,,random,,,,,,,,,,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94824,,random,,,,,,,,,,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94825,,,,,2,20190830013348,,,,,1,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,6,158,1,
,94826,,,,,2,20190830013408,,,,,2,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,7,460,1,
,94827,,,,,2,20190830013422,,,,,3,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,9,740,1,
,94828,,,,,2,20190830013430,,,,,4,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,1,
,94829,,,,,2,20190830013513,,,,,5,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,10,280,1,
,94830,,,,,2,20190830013535,,,,,6,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,1,
,94831,,,,,2,20190830013554,,,,,7,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,1,
,94832,,,,,2,20190830013605,,,,,8,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,1,
,94833,,,,,2,20190830013613,,,,,9,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,5,47,1,
,94834,,,,,2,20190830013803,,,,,10,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,8,485,1,
,94835,,,,,,,,,20190830013819,submitted,,7497959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.174.230.22,94836,,random,,,,,,,,,,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94837,,random,,,,,,,,,,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94838,,,,,2,20190830013938,,,,,1,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,6,500,1,
,94839,,,,,2,20190830013955,,,,,2,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1500,1,
,94840,,,,,2,20190830014007,,,,,3,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,94841,,,,,2,20190830014012,,,,,4,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,
,94842,,,,,2,20190830014016,,,,,5,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,1,
,94843,,,,,2,20190830014023,,,,,6,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
,94844,,,,,2,20190830014032,,,,,7,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94845,,,,,2,20190830014041,,,,,8,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,94846,,,,,2,20190830014049,,,,,9,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,
,94847,,,,,2,20190830014053,,,,,10,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94848,,,,,,,,,20190830014101,submitted,,8210880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.171.75.95,94849,,random,,,,,,,,,,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94850,,random,,,,,,,,,,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94851,,,,,2,20190830014027,,,,,1,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6,1,
,94852,,,,,2,20190830014042,,,,,2,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,6,120,1,
,94853,,,,,2,20190830014052,,,,,3,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,1,
,94854,,,,,2,20190830014105,,,,,4,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,1,
,94855,,,,,2,20190830014114,,,,,5,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.75,1,
,94856,,,,,2,20190830014140,,,,,6,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,9,200,1,
,94857,,,,,2,20190830014152,,,,,7,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,8,140,1,
,94858,,,,,2,20190830014200,,,,,8,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,
,94859,,,,,2,20190830014220,,,,,9,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,10,80,1,
,94860,,,,,2,20190830014231,,,,,10,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.9,1,
,94861,,,,,,,,,20190830014238,submitted,,7541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.51.195.213,94862,,random,,,,,,,,,,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94863,,random,,,,,,,,,,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94864,,,,,2,20190830014200,,,,,1,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,94865,,,,,2,20190830014207,,,,,2,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94866,,,,,2,20190830014212,,,,,3,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,
,94867,,,,,2,20190830014217,,,,,4,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,1,
,94868,,,,,2,20190830014222,,,,,5,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,
,94869,,,,,2,20190830014226,,,,,6,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94870,,,,,2,20190830014231,,,,,7,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,6,300,1,
,94871,,,,,2,20190830014242,,,,,8,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,94872,,,,,2,20190830014248,,,,,9,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1000,1,
,94873,,,,,2,20190830014255,,,,,10,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
,94874,,,,,,,,,20190830014259,submitted,,4587403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.102.182.121,94875,,random,,,,,,,,,,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94876,,random,,,,,,,,,,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94877,,,,,2,20190830014820,,,,,1,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,9,200,1,
,94878,,,,,2,20190830014855,,,,,2,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,6,150,1,
,94879,,,,,2,20190830014908,,,,,3,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,1,
,94880,,,,,2,20190830014930,,,,,4,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,94881,,,,,2,20190830014948,,,,,5,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,
,94882,,,,,2,20190830015019,,,,,6,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,10,46,1,
,94883,,,,,2,20190830015030,,,,,7,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,1,
,94884,,,,,2,20190830015042,,,,,8,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,1,
,94885,,,,,2,20190830015056,,,,,9,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94886,,,,,2,20190830015105,,,,,10,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100,1,
,94887,,,,,,,,,20190830015116,submitted,,874719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.99.91.101,94888,,random,,,,,,,,,,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94889,,random,,,,,,,,,,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94890,,,,,2,20190830015021,,,,,1,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,6,860,1,
,94891,,,,,2,20190830015053,,,,,2,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,
,94892,,,,,2,20190830015105,,,,,3,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3550,1,
,94893,,,,,2,20190830015111,,,,,4,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,1,
,94894,,,,,2,20190830015120,,,,,5,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,
,94895,,,,,2,20190830015126,,,,,6,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,
,94896,,,,,2,20190830015131,,,,,7,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1,
,94897,,,,,2,20190830015135,,,,,8,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,9,600,1,
,94898,,,,,2,20190830015140,,,,,9,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7600,1,
,94899,,,,,2,20190830015145,,,,,10,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1580,1,
,94900,,,,,,,,,20190830015152,submitted,,7197610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.153.191.15,94901,,random,,,,,,,,,,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94902,,random,,,,,,,,,,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94903,,,,,2,20190830015007,,,,,1,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70,1,
,94904,,,,,2,20190830015028,,,,,2,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,
,94905,,,,,2,20190830015049,,,,,3,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,9,444,1,
,94906,,,,,2,20190830015100,,,,,4,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,7,88,1,
,94907,,,,,2,20190830015111,,,,,5,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,
,94908,,,,,2,20190830015129,,,,,6,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,
,94909,,,,,2,20190830015147,,,,,7,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,6,177,1,
,94910,,,,,2,20190830015157,,,,,8,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,1,
,94911,,,,,2,20190830015209,,,,,9,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,8,266,1,
,94912,,,,,2,20190830015216,,,,,10,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,
,94913,,,,,,,,,20190830015224,submitted,,9912871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.164.226.105,94914,,random,,,,,,,,,,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94915,,random,,,,,,,,,,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94916,,,,,2,20190830014933,,,,,1,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,6,523,1,
,94917,,,,,2,20190830014946,,,,,2,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,8,650,1,
,94918,,,,,2,20190830014952,,,,,3,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,1,
,94919,,,,,2,20190830015019,,,,,4,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,5,34,1,
,94920,,,,,2,20190830015200,,,,,5,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8,1,
,94921,,,,,2,20190830015210,,,,,6,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.9,1,
,94922,,,,,2,20190830015215,,,,,7,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2000,1,
,94923,,,,,2,20190830015223,,,,,8,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.85,1,
,94924,,,,,2,20190830015230,,,,,9,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5000,1,
,94925,,,,,2,20190830015238,,,,,10,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,7,210,1,
,94926,,,,,,,,,20190830015246,submitted,,1264423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.95.30.129,94927,,random,,,,,,,,,,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94928,,random,,,,,,,,,,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94929,,,,,2,20190830015231,,,,,1,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.2,1,
,94930,,,,,2,20190830015255,,,,,2,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,9,350,1,
,94931,,,,,2,20190830015304,,,,,3,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,
,94932,,,,,2,20190830015315,,,,,4,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,5,34,1,
,94933,,,,,2,20190830015434,,,,,5,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,7,210,1,
,94934,,,,,2,20190830015441,,,,,6,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94935,,,,,2,20190830015447,,,,,7,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5,1,
,94936,,,,,2,20190830015453,,,,,8,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,8,200,1,
,94937,,,,,2,20190830015458,,,,,9,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,10,150,1,
,94938,,,,,2,20190830015504,,,,,10,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,6,180,1,
,94939,,,,,,,,,20190830015511,submitted,,1963912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.174.229.139,94940,,random,,,,,,,,,,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94941,,random,,,,,,,,,,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94942,,,,,2,20190830015352,,,,,1,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,
,94943,,,,,2,20190830015416,,,,,2,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,6,300,1,
,94944,,,,,2,20190830015421,,,,,3,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,94945,,,,,2,20190830015424,,,,,4,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,7,250,1,
,94946,,,,,2,20190830015433,,,,,5,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
,94947,,,,,2,20190830015438,,,,,6,6697059,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,1,
